timestamp,weekday,weekend,shift,ambient_temp_c,operational_load_pct,machine_state,maintenance_flag,production_speed_m_min,furnace_temp_c,energy_consumption_kwh_15min,grid_emission_factor_kg_per_kwh,co2_emissions_kg_15min
2025-09-01 00:00:00,Monday,False,Night,22.24,68.0,Normal,0,4.55,989.8,474.58,0.588,279.05
2025-09-01 00:15:00,Monday,False,Night,21.5,71.4,Normal,0,4.59,999.1,491.28,0.597,293.29
2025-09-01 00:30:00,Monday,False,Night,23.25,67.4,Normal,0,4.53,989.2,471.13,0.595,280.32
2025-09-01 00:45:00,Monday,False,Night,23.73,79.1,Normal,0,4.98,1030.2,550.75,0.575,316.68
2025-09-01 01:00:00,Monday,False,Night,21.73,75.6,Normal,0,5.19,1018.5,516.84,0.59,304.94
2025-09-01 01:15:00,Monday,False,Night,22.57,75.5,Normal,0,5.04,1009.0,528.83,0.603,318.88
2025-09-01 01:30:00,Monday,False,Night,24.02,71.7,Normal,0,4.64,993.7,500.92,0.6,300.55
2025-09-01 01:45:00,Monday,False,Night,23.96,81.2,Normal,0,5.02,1032.0,545.92,0.598,326.46
2025-09-01 02:00:00,Monday,False,Night,24.49,79.0,Maintenance,1,4.97,872.0,401.93,0.581,233.52
2025-09-01 02:15:00,Monday,False,Night,24.1,78.5,Maintenance,1,4.98,903.5,317.63,0.592,188.04
2025-09-01 02:30:00,Monday,False,Night,25.75,84.5,Maintenance,1,5.3,941.9,361.83,0.6,217.1
2025-09-01 02:45:00,Monday,False,Night,25.92,86.0,Maintenance,1,5.56,950.9,442.88,0.585,259.08
2025-09-01 03:00:00,Monday,False,Night,25.59,83.5,Maintenance,1,5.14,911.4,365.64,0.608,222.31
2025-09-01 03:15:00,Monday,False,Night,26.66,88.3,Maintenance,1,5.83,958.0,420.09,0.599,251.63
2025-09-01 03:30:00,Monday,False,Night,26.34,100.0,Maintenance,1,5.86,980.3,519.15,0.58,301.11
2025-09-01 03:45:00,Monday,False,Night,25.47,99.1,Maintenance,1,5.75,980.7,409.87,0.594,243.46
2025-09-01 04:00:00,Monday,False,Night,26.63,96.0,Maintenance,1,6.08,960.0,382.7,0.596,228.09
2025-09-01 04:15:00,Monday,False,Night,25.72,93.7,Maintenance,1,5.93,924.5,479.08,0.597,286.01
2025-09-01 04:30:00,Monday,False,Night,27.32,98.5,Maintenance,1,5.91,950.5,455.04,0.612,278.48
2025-09-01 04:45:00,Monday,False,Night,26.69,91.2,Maintenance,1,5.68,913.1,467.54,0.602,281.46
2025-09-01 05:00:00,Monday,False,Night,26.68,86.8,Maintenance,1,5.49,910.7,426.0,0.582,247.93
2025-09-01 05:15:00,Monday,False,Night,26.36,75.3,Maintenance,1,4.94,878.2,339.35,0.579,196.48
2025-09-01 05:30:00,Monday,False,Night,27.94,67.3,Maintenance,1,4.37,877.4,275.44,0.589,162.23
2025-09-01 05:45:00,Monday,False,Night,26.87,64.3,Maintenance,1,4.05,910.4,290.41,0.592,171.92
2025-09-01 06:00:00,Monday,False,Day,26.66,78.4,Normal,0,4.93,1015.7,544.84,0.598,325.81
2025-09-01 06:15:00,Monday,False,Day,26.71,89.4,Normal,0,5.81,1045.9,606.26,0.603,365.57
2025-09-01 06:30:00,Monday,False,Day,27.38,91.8,Normal,0,5.92,1061.8,656.31,0.602,395.1
2025-09-01 06:45:00,Monday,False,Day,27.2,85.1,Normal,0,5.31,1030.4,590.87,0.577,340.93
2025-09-01 07:00:00,Monday,False,Day,27.16,80.4,Normal,0,5.0,1017.9,546.12,0.588,321.12
2025-09-01 07:15:00,Monday,False,Day,27.08,88.8,Normal,0,5.56,1044.2,610.52,0.58,354.1
2025-09-01 07:30:00,Monday,False,Day,28.33,94.8,Normal,0,5.84,1072.3,661.02,0.562,371.49
2025-09-01 07:45:00,Monday,False,Day,26.16,93.4,Normal,0,5.8,1069.7,648.22,0.551,357.17
2025-09-01 08:00:00,Monday,False,Day,25.92,89.4,Normal,0,5.16,1045.8,609.64,0.568,346.28
2025-09-01 08:15:00,Monday,False,Day,25.51,95.2,Normal,0,6.27,1055.1,693.98,0.549,381.0
2025-09-01 08:30:00,Monday,False,Day,26.46,87.7,Normal,0,5.64,1051.3,619.36,0.552,341.89
2025-09-01 08:45:00,Monday,False,Day,26.66,89.4,Normal,0,5.51,1033.9,643.32,0.551,354.47
2025-09-01 09:00:00,Monday,False,Day,25.44,100.0,Normal,0,5.89,1074.7,707.05,0.556,393.12
2025-09-01 09:15:00,Monday,False,Day,24.62,100.0,Normal,0,6.15,1071.7,715.03,0.564,403.28
2025-09-01 09:30:00,Monday,False,Day,24.38,94.0,Normal,0,5.81,1067.3,652.75,0.548,357.71
2025-09-01 09:45:00,Monday,False,Day,25.3,95.0,Normal,0,5.8,1071.3,666.77,0.539,359.39
2025-09-01 10:00:00,Monday,False,Day,25.09,90.6,Normal,0,5.66,1041.4,633.32,0.521,329.96
2025-09-01 10:15:00,Monday,False,Day,24.65,81.2,Normal,0,5.16,1026.5,570.18,0.543,309.61
2025-09-01 10:30:00,Monday,False,Day,23.38,85.5,Normal,0,5.43,1030.3,595.59,0.535,318.64
2025-09-01 10:45:00,Monday,False,Day,23.79,91.8,Normal,0,5.75,1048.6,647.78,0.526,340.73
2025-09-01 11:00:00,Monday,False,Day,23.39,88.8,Normal,0,5.56,1048.1,624.24,0.54,337.09
2025-09-01 11:15:00,Monday,False,Day,23.15,85.7,Normal,0,5.42,1032.5,594.33,0.514,305.49
2025-09-01 11:30:00,Monday,False,Day,23.35,79.5,Normal,0,5.31,1021.4,551.78,0.516,284.72
2025-09-01 11:45:00,Monday,False,Day,22.51,78.9,Normal,0,4.84,1025.3,537.35,0.518,278.35
2025-09-01 12:00:00,Monday,False,Day,22.54,75.9,Normal,0,4.83,1022.3,536.42,0.512,274.65
2025-09-01 12:15:00,Monday,False,Day,21.73,70.6,Normal,0,4.71,998.6,487.66,0.521,254.07
2025-09-01 12:30:00,Monday,False,Day,21.58,83.3,Normal,0,5.16,1028.9,580.52,0.518,300.71
2025-09-01 12:45:00,Monday,False,Day,21.53,85.9,Normal,0,5.33,1025.5,594.89,0.521,309.94
2025-09-01 13:00:00,Monday,False,Day,19.54,88.9,Normal,0,5.71,1053.0,635.46,0.514,326.63
2025-09-01 13:15:00,Monday,False,Day,20.14,93.4,Normal,0,5.69,1056.0,634.58,0.506,321.1
2025-09-01 13:30:00,Monday,False,Day,19.71,96.6,Normal,0,5.58,1060.8,677.59,0.502,340.15
2025-09-01 13:45:00,Monday,False,Day,19.28,92.4,Normal,0,5.61,1049.5,633.26,0.509,322.33
2025-09-01 14:00:00,Monday,False,Evening,19.28,86.8,Normal,0,5.43,1037.7,608.9,0.501,305.06
2025-09-01 14:15:00,Monday,False,Evening,20.42,83.9,Normal,0,5.3,1034.7,582.51,0.502,292.42
2025-09-01 14:30:00,Monday,False,Evening,18.26,85.6,Normal,0,5.46,1038.2,583.11,0.506,295.05
2025-09-01 14:45:00,Monday,False,Evening,19.48,86.5,Normal,0,5.48,1047.1,608.09,0.502,305.26
2025-09-01 15:00:00,Monday,False,Evening,17.12,82.9,Normal,0,5.23,1025.3,577.94,0.503,290.7
2025-09-01 15:15:00,Monday,False,Evening,17.97,74.1,Normal,0,4.69,1016.1,509.65,0.492,250.75
2025-09-01 15:30:00,Monday,False,Evening,18.16,75.2,Normal,0,4.85,1013.4,520.06,0.514,267.31
2025-09-01 15:45:00,Monday,False,Evening,18.31,74.1,Normal,0,4.77,1001.8,513.88,0.489,251.29
2025-09-01 16:00:00,Monday,False,Evening,18.24,63.0,Normal,0,4.32,961.2,450.36,0.505,227.43
2025-09-01 16:15:00,Monday,False,Evening,18.15,67.6,Normal,0,4.68,986.6,469.12,0.497,233.15
2025-09-01 16:30:00,Monday,False,Evening,17.1,74.4,Normal,0,4.94,1014.5,528.23,0.513,270.98
2025-09-01 16:45:00,Monday,False,Evening,16.9,89.7,Normal,0,5.68,1034.0,627.62,0.512,321.34
2025-09-01 17:00:00,Monday,False,Evening,17.86,85.7,Normal,0,5.32,1031.6,608.44,0.505,307.26
2025-09-01 17:15:00,Monday,False,Evening,16.94,81.3,Normal,0,5.41,1020.5,566.26,0.522,295.59
2025-09-01 17:30:00,Monday,False,Evening,16.02,74.0,Normal,0,4.96,1007.8,508.91,0.506,257.51
2025-09-01 17:45:00,Monday,False,Evening,16.1,75.5,Normal,0,4.94,1000.9,512.52,0.519,266.0
2025-09-01 18:00:00,Monday,False,Evening,16.26,76.8,Normal,0,5.08,1000.5,533.38,0.504,268.82
2025-09-01 18:15:00,Monday,False,Evening,17.41,71.8,Normal,0,4.66,1000.4,488.88,0.518,253.24
2025-09-01 18:30:00,Monday,False,Evening,17.16,71.3,Normal,0,4.42,988.4,502.7,0.507,254.87
2025-09-01 18:45:00,Monday,False,Evening,17.65,60.0,Normal,0,4.14,951.8,409.95,0.519,212.76
2025-09-01 19:00:00,Monday,False,Evening,16.83,67.5,Normal,0,4.68,999.3,465.82,0.521,242.69
2025-09-01 19:15:00,Monday,False,Evening,17.39,63.9,Normal,0,4.42,983.5,452.82,0.533,241.35
2025-09-01 19:30:00,Monday,False,Evening,17.88,65.1,Normal,0,4.44,994.5,466.63,0.52,242.65
2025-09-01 19:45:00,Monday,False,Evening,17.27,57.9,Normal,0,4.01,968.0,414.02,0.561,232.27
2025-09-01 20:00:00,Monday,False,Evening,18.04,56.5,Normal,0,3.78,963.5,405.64,0.519,210.53
2025-09-01 20:15:00,Monday,False,Evening,17.31,57.2,Normal,0,4.32,962.2,407.43,0.538,219.2
2025-09-01 20:30:00,Monday,False,Evening,17.74,59.4,Normal,0,4.17,963.6,416.35,0.542,225.66
2025-09-01 20:45:00,Monday,False,Evening,17.94,64.3,Normal,0,4.36,981.6,468.06,0.548,256.5
2025-09-01 21:00:00,Monday,False,Evening,17.51,74.3,Normal,0,4.77,997.7,530.01,0.541,286.74
2025-09-01 21:15:00,Monday,False,Evening,19.09,78.9,Normal,0,5.27,1006.4,557.41,0.551,307.13
2025-09-01 21:30:00,Monday,False,Evening,18.58,84.3,Normal,0,5.45,1025.4,599.52,0.547,327.94
2025-09-01 21:45:00,Monday,False,Evening,19.23,92.0,Normal,0,5.51,1058.1,650.62,0.574,373.46
2025-09-01 22:00:00,Monday,False,Night,19.88,85.5,Normal,0,5.54,1022.2,585.36,0.552,323.12
2025-09-01 22:15:00,Monday,False,Night,20.15,83.2,Normal,0,5.25,1016.8,576.86,0.56,323.04
2025-09-01 22:30:00,Monday,False,Night,20.62,75.0,Normal,0,4.81,1011.1,533.99,0.558,297.97
2025-09-01 22:45:00,Monday,False,Night,20.31,91.5,Normal,0,5.59,1044.1,646.24,0.56,361.89
2025-09-01 23:00:00,Monday,False,Night,20.37,92.6,Normal,0,5.56,1054.1,645.98,0.557,359.81
2025-09-01 23:15:00,Monday,False,Night,20.96,80.9,Normal,0,4.97,1029.3,574.02,0.581,333.51
2025-09-01 23:30:00,Monday,False,Night,20.0,74.3,Normal,0,4.99,1007.8,521.57,0.57,297.29
2025-09-01 23:45:00,Monday,False,Night,20.52,71.9,Normal,0,4.73,993.5,505.65,0.572,289.23
2025-09-02 00:00:00,Tuesday,False,Night,21.15,76.1,Normal,0,5.05,1019.8,534.3,0.573,306.15
2025-09-02 00:15:00,Tuesday,False,Night,21.74,75.0,Normal,0,4.95,1013.2,527.12,0.588,309.95
2025-09-02 00:30:00,Tuesday,False,Night,23.18,81.0,Normal,0,5.25,1023.7,570.26,0.587,334.74
2025-09-02 00:45:00,Tuesday,False,Night,22.46,87.3,Normal,0,5.14,1038.4,616.04,0.589,362.85
